date,avg_amt
2021-03-19,13392.87650756552
2021-03-20,14297.906471725659
2021-03-21,15572.521446869927
2021-03-22,7795.437432732123
2021-03-23,27468.02264889913
2021-03-24,17653.732444575595
2021-03-25,13659.69498838617
2021-03-26,14096.576824898119
2021-03-27,13278.232690999368
2021-03-28,17773.119017538604
2021-03-29,11349.624594700988
2021-03-30,11951.90794470057
2021-03-31,14948.204049054255
2021-04-01,30544.065633316925
2021-04-02,33133.175110375574
2021-04-03,13739.483680528872
2021-04-04,16534.997083677918
2021-04-05,13865.08491362859
2021-04-06,11699.201527959767
2021-04-07,17389.442106268405
2021-04-08,13226.590767226782
2021-04-09,13670.390902046094
2021-04-10,22392.659661685542
2021-04-11,12276.937704043334
2021-04-12,16852.97327115847
2021-04-13,19850.005354310557
2021-04-14,21592.544268161993
2021-04-15,21600.87096114904
2021-04-16,16590.61166029139
2021-04-17,16456.83709467873
2021-04-18,19736.4355769435
2021-04-19,18302.40563102696
2021-04-20,17742.163414094954
2021-04-21,11483.532225846735
2021-04-22,11463.525604722872
2021-04-23,12842.754068961047
2021-04-24,14121.98807830401
2021-04-25,9642.58333166447
2021-04-26,11582.653686818534
2021-04-27,13687.317213801627
2021-04-28,27596.049823606576
2021-04-29,8656.774376613757
2021-04-30,32723.190653188023
2021-05-01,5319.458793309113
2021-05-02,5526.943666263851
2021-05-03,6890.749670405912
2021-05-04,5883.739044032545
2021-05-05,6605.523641480307
2021-05-06,11952.704468702681
2021-05-07,13719.889525368671
2021-05-08,8280.675899042693
2021-05-09,6134.196687939185
2021-05-10,10085.592066879743
2021-05-11,4513.743742903544
2021-05-12,5607.617572267824
2021-05-13,9585.438829230836
2021-05-14,6975.015152484447
2021-05-15,9478.417027779227
2021-05-16,7311.4761440302345
2021-05-17,6513.195162292202
2021-05-18,4473.975345552347
2021-05-19,9560.377108413393
2021-05-20,2977.426744356267
2021-05-21,11509.871145168932
2021-05-22,5086.236351095346
2021-05-23,4738.773893930891
2021-05-24,3478.0927171859653
2021-05-25,3996.707472841237
2021-05-26,7714.296973559072
2021-05-27,17907.453583917828
2021-05-28,7019.289762740884
2021-05-29,6656.70069514307
2021-05-30,3610.1858524175
2021-05-31,12162.335650935167
2021-06-01,7475.4885185842995
2021-06-02,4648.7600953277415
2021-06-03,4448.03580774528
2021-06-04,6520.070366118656
2021-06-05,2843.7148557268793
2021-06-06,5409.29701988356
2021-06-07,6134.475073302571
2021-06-08,4443.57090499852
2021-06-09,7195.081409179587
2021-06-10,6320.631954466966
2021-06-11,5983.56096894413
2021-06-12,5375.7085843023915
2021-06-13,2634.106256129223
2021-06-14,7043.297844954975
2021-06-16,4818.804683033688
2021-06-17,8134.883496246089
2021-06-18,7059.88034034331
2021-06-19,7868.934759727985
2021-06-20,8135.749500621079
2021-06-21,5329.799752627088
2021-06-22,7218.63564789683
2021-06-23,7882.972274651452
2021-06-24,11444.930554454908
2021-06-25,12826.675258782505
2021-06-26,11681.502975053445
2021-06-27,10015.26541881355
2021-06-28,8189.5566517881625
2021-06-29,7011.12218186762
2021-06-30,9273.840729297435
2021-07-01,13629.764011515004
2021-07-02,21747.419845739554
2021-07-03,18589.86100276372
2021-07-04,21603.105200590024
2021-07-05,57719.09745161271
2021-07-06,21764.681462155204
2021-07-07,17053.84607840977
2021-07-08,24303.416953196134
2021-07-09,24934.295086500842
2021-07-10,31227.52069390423
2021-07-11,28738.19769261816
2021-07-12,24133.308062119584
2021-07-13,22334.747195616594
2021-07-14,31771.0208260874
2021-07-15,52143.515186911914
2021-07-16,51847.55828564556
2021-07-17,53254.86620804227
2021-07-18,44052.15321141481
2021-07-19,32313.880887373074
2021-07-21,40515.81641204934
2021-07-22,47862.91865333166
2021-07-23,53032.15297317847
2021-07-24,72628.92848946569
2021-07-25,81519.00728574944
2021-07-26,54492.77001328468
2021-07-27,131664.0965779157
2021-07-28,86605.11954844116
2021-07-31,67288.43578345468
2021-08-01,56981.51738471116
2021-08-02,84135.85552477103
2021-08-08,144897.5238142159
2021-08-15,102987.6980205615
2021-08-22,217805.2311885744
2021-08-29,141457.69770233345
2021-09-05,71794.07411406888
2021-09-12,221776.7252083063
2021-09-19,44384.69049581918
2021-09-26,68662.25586795268
2021-10-03,55051.55832103284
2021-10-10,61151.696180875166
2021-10-17,33867.79970223304
2021-10-24,47790.31891523183
2021-10-31,65874.43154645077
2021-11-07,60883.04037720312
2021-11-14,82703.94644655858
2021-11-21,65124.51373960709
2021-11-28,62154.13695103264
2021-12-05,70806.09023168078
2021-12-12,45594.489304432755
2021-12-19,106689.50195879872
2021-12-26,309124.0813246077
2022-01-08,656325.5226831696
2022-01-16,506944.942405303
2022-01-23,384491.1652845713
2022-01-30,278413.3898440322
2022-02-06,118701.27806656646
2022-02-13,93187.93429057754
2022-02-20,51569.48153080473
2022-02-27,42453.80306575102
2022-03-06,44012.15203191451
2022-03-13,17370.45462153204
2022-03-20,13833.28517401457
2022-03-27,35459.86645822166
2022-04-03,35833.27089485854
2022-04-10,54753.00796558819
2022-04-17,76043.83575239462
2022-04-24,101814.90048226628
2022-05-01,215603.14172465075
2022-05-07,197832.0335842929
2022-05-15,359220.91699389525
2022-05-22,241432.39626514024
2022-05-29,432399.11151986034
2022-06-05,412860.7614122719
2022-06-12,341975.06637643086
2022-06-19,326449.81610585155
2022-07-03,423041.4122112616
2022-07-10,396895.1665937359
2022-07-17,441381.47524087696
2022-07-24,411158.9168484367
2022-08-07,218276.45240829652
2022-08-14,192926.90202530223
2022-08-21,210751.85601554275
2022-08-28,174825.6622815349
2022-09-04,231087.86530829035
2022-09-11,137252.41779500997
2022-09-25,88009.05447388517
2022-10-02,195835.06129362725
2022-10-09,96238.39674960086
2022-10-23,117875.80370472618
2022-11-05,184315.17871116736
2022-11-12,175006.55716365727
2022-11-19,206956.1094089114
2022-11-24,366335.79335103626
2022-11-26,379307.1027107612
2022-12-03,563075.327365078
2022-12-04,462248.83802254434
2022-12-10,428378.21172576246
2022-12-17,493314.3152371347
2022-12-24,373571.77430209477
2023-01-01,328859.9165456004
2023-01-15,306077.5366559661
2023-10-08,106068.53805158871
2023-09-03,205028.53791250568
2023-12-31,315158.5789591088
2021-02-14,193098.93689268045
2021-02-15,22099.614004858424
2021-07-20,37406.85856031103
2023-02-04,366089.5753356806
2023-06-18,53352.335880351435
2020-11-09,8751.436051461988
2020-10-02,9093.845807589743
2020-10-06,7058.706823318191
2020-10-09,8063.521566244726
2020-10-13,13398.353065555668
2020-10-16,38286.83249870131
2020-10-20,9396.434590479152
2020-10-23,9631.960480000003
2020-10-27,8340.65951950888
2020-10-30,6345.734552592595
2020-11-03,19951.491317324853
2020-11-06,12700.247864978905
2020-11-16,68612.4929800877
2020-11-17,49953.99991376657
2020-11-18,35986.41965010938
2020-11-19,62683.387679772735
2020-11-20,26696.770012439927
2020-11-21,48680.7746172013
2020-11-22,49882.65854925278
2021-06-15,11813.964762679921
2020-11-10,8738.464778378382
2020-07-16,88555.86844444445
2020-07-19,99018.09185657372
2020-07-21,60187.289008403364
2020-07-23,80777.06083159118
2020-07-26,63926.836444444445
2020-07-28,48472.254232835825
2020-07-30,82296.51944827587
2020-08-02,77128.96787692308
2020-08-04,50905.26235151515
2020-08-06,57929.510503097896
2020-08-11,67698.24342719615
2020-08-12,80695.36277625572
2020-09-06,43336.81436190477
2020-09-08,36036.994359817356
2020-09-10,84449.61341501502
2020-09-13,62967.94055159818
2020-10-01,9593.921965591398
2020-10-04,16271.199176511225
2020-10-08,3698.2301507878788
2020-10-11,7530.653836334914
2020-10-15,8763.505071674492
2020-10-18,8879.208959043348
2020-10-21,7272.709091823899
2020-10-22,7315.80139007092
2020-10-25,12749.697964912279
2020-10-26,9702.621442825606
2020-10-28,5516.040590222223
2020-11-01,9706.358976397514
2020-11-02,21966.886643569556
2020-11-04,50969.60175600908
2020-11-15,8976.867103030303
